5000 24132
417 4416 1
418 52 1
418 1433 1
418 1625 6
418 3582 1
418 3682 2
419 1123 8
419 1790 1
419 2949 1
419 3502 2
419 4277 1
420 151 6
420 960 2
420 2235 5
420 2799 1
420 4946 1
421 1229 1
421 1502 2
421 2549 16
421 3447 2
421 4628 1
422 528 1
422 3799 1
423 589 1
423 4013 1
423 4876 1
424 1984 1
424 2194 4
424 2563 1
424 3766 13
424 3990 3
425 776 1
425 2036 4
425 4759 1
426 1384 1
426 2071 4
427 1238 1
427 2209 1
427 2700 2
427 4684 2
428 450 1
428 539 2
428 2775 1
428 4490 1
428 4835 3
429 250 1
429 1926 1
429 2362 1
429 3428 1
429 4781 1
429 4878 1
430 1264 1
430 1634 1
430 1758 2
430 1853 1
430 3579 1
430 3944 7
431 769 3
431 1977 1
431 2711 6
431 4105 5
432 1142 1
432 1257 11
432 1736 1
432 2034 1
433 595 2
433 710 1
433 2265 2
433 4472 4
433 4565 1
434 376 4
434 1249 2
434 1467 1
434 1632 1
434 3107 1
435 38 3
435 160 2
435 2082 1
435 2302 2
435 2601 1
435 3558 1
435 4963 2
436 1227 2
436 2014 3
437 958 1
437 1554 1
437 1796 3
437 3430 1
437 4433 1
438 407 1
438 659 3
438 3495 1
438 3669 5
438 4927 8
439 29 1
439 260 1
439 1801 3
439 2718 1
439 2967 1
439 3313 1
440 1335 1
440 1892 5
440 2631 3
440 3007 2
440 4443 7
440 4712 1
441 2313 2
441 4353 6
442 1662 1
442 3628 2
442 4513 1
443 96 1
443 4551 1
443 4856 4
444 641 1
444 2110 3
444 2699 1
444 3069 3
445 2195 1
445 2481 1
445 3090 1
446 704 1
446 1008 5
446 2682 1
446 2736 2
446 2854 7
446 2889 6
446 3726 1
446 4295 1
446 4369 9
447 733 1
448 1187 1
448 1414 2
448 3364 1
449 210 4
449 738 6
449 857 1
449 2251 13
449 2724 1
449 4564 4
450 626 12
450 834 1
450 2945 3
450 3193 1
450 3325 1
450 4401 6
450 4723 2
451 1394 1
451 2366 1
452 47 1
452 456 1
452 806 1
452 2784 1
452 2795 1
452 3589 1
452 3803 1
452 4826 4
453 3860 4
453 4840 2
454 573 1
454 3155 19
454 3882 1
455 290 9
455 695 2
455 1648 6
455 2505 2
455 2946 1
456 3863 1
456 4067 1
456 4366 1
457 104 1
457 768 1
457 2290 1
457 3408 1
457 3790 1
458 4161 9
459 235 1
459 555 1
459 2601 1
459 4093 2
460 1251 1
460 2651 1
460 4144 4
460 4410 4
461 435 1
461 588 1
461 3291 41
461 3447 7
461 4448 2
462 275 1
462 329 2
462 2200 1
462 3681 5
462 3956 1
462 4651 1
463 3842 1
464 1901 4
464 2834 1
464 3949 4
464 4164 1
464 4560 1
464 4664 1
465 1733 1
465 1955 1
465 2043 1
465 2572 2
465 2811 9
466 859 1
466 2496 3
466 3256 1
466 3258 4
466 3510 1
466 3542 5
466 3640 2
466 4136 5
467 297 2
467 875 1
467 2428 1
467 3294 23
467 3846 8
468 1924 2
468 2250 4
468 4125 1
468 4556 7
468 4885 4
469 3253 3
469 3555 6
469 3880 2
469 4071 2
469 4319 1
470 1644 2
470 2324 1
470 2719 1
470 3203 1
470 3530 7
470 4367 1
470 4896 1
471 1746 3
471 1786 1
471 3370 1
471 4729 1
472 594 6
472 2508 1
472 2645 1
472 3852 1
472 3858 4
473 1286 1
473 2344 3
473 2698 1
473 2805 1
473 3513 2
473 4730 1
474 207 3
474 658 1
474 947 8
474 4421 1
475 878 4
475 1007 1
475 2053 2
475 3179 7
475 4107 1
475 4200 1
475 4729 1
475 4758 4
476 626 6
476 904 1
476 1175 4
476 1302 5
476 2308 2
476 2772 1
476 4210 1
476 4440 8
477 2086 1
477 2902 1
477 4485 2
478 804 3
478 946 2
478 2123 5
478 3106 4
479 448 2
479 637 1
479 1392 1
479 1410 1
479 2069 1
479 3751 2
479 4501 1
479 4833 3
480 1000 1
480 2271 1
480 3150 1
481 108 1
481 3381 3
482 1556 2
482 3287 1
482 4328 2
482 4388 1
482 4462 1
483 4951 5
485 1423 1
485 1718 2
485 1983 1
485 2259 1
486 972 4
486 1514 2
486 2345 5
486 3182 1
486 4861 1
487 807 3
487 1657 4
488 57 1
488 744 1
488 911 3
488 2294 1
488 2630 1
488 3129 1
489 3078 1
490 2126 1
490 2137 1
490 4078 4
491 760 1
491 1628 5
491 3184 2
491 3825 2
491 4141 6
491 4186 1
492 848 1
492 1358 9
492 3865 2
492 4639 2
492 4833 1
492 4882 2
493 55 4
493 1310 1
493 3444 1
493 3485 1
493 3623 1
494 644 1
494 2283 1
494 4589 26
495 412 3
495 1246 8
495 1555 1
495 2300 1
495 3042 2
495 4893 2
496 789 18
496 1120 2
496 1550 2
496 3428 7
496 4950 6
497 56 3
497 737 1
497 914 1
497 1549 1
497 1924 11
497 2042 2
497 3241 1
497 3458 2
498 554 2
498 658 4
498 3109 1
498 3264 1
499 1554 11
499 3319 1
499 4281 1
500 4118 19
500 4216 5
501 1499 1
501 4260 1
501 4763 6
502 506 10
503 399 1
503 1318 4
503 3263 3
504 1305 1
504 1701 1
504 2111 12
504 3777 5
504 4970 7
505 12 1
505 129 2
505 328 3
506 186 1
506 237 5
506 2055 2
506 2417 1
506 3979 3
506 4589 1
506 4683 2
506 4779 1
507 247 1
507 2089 7
508 4853 17
508 4995 1
509 880 16
509 3784 5
509 4211 28
509 4524 1
509 4999 1
510 643 1
510 711 1
510 1114 3
511 326 6
511 1042 1
511 3784 4
512 107 14
512 1632 11
512 1761 1
512 4096 1
513 2218 2
513 2231 1
513 3441 3
513 4225 2
514 763 11
514 2210 1
514 4286 1
515 1894 9
515 2835 2
515 3483 1
515 4617 2
516 3053 1
516 3058 6
516 3082 1
516 3337 2
517 315 2
517 3617 3
517 4213 1
518 314 2
518 680 3
518 1006 2
518 1564 4
518 2780 1
518 2998 1
518 3641 1
519 131 1
519 752 6
519 1035 4
519 2638 1
519 3023 1
520 242 1
520 545 1
520 709 2
521 2756 1
521 2824 1
521 3825 1
521 4463 5
522 1002 1
522 1071 1
522 3906 1
522 4080 3
522 4485 1
523 1544 1
523 1989 9
523 3491 1
523 4174 2
524 161 1
524 2738 2
524 3388 4
524 3656 6
524 3970 1
525 841 3
525 1379 3
525 3102 15
526 1018 1
526 1848 3
527 250 13
527 838 1
527 2942 1
527 3766 6
527 4042 2
527 4284 1
528 135 1
528 959 1
528 2596 3
528 3488 1
528 4461 5
529 113 8
529 1206 1
529 3598 1
529 3924 3
529 4356 4
529 4435 4
530 744 1
530 2847 1
530 3454 6
530 4962 1
531 2110 4
531 2257 6
531 2432 1
531 4702 3
532 171 2
532 289 3
532 1299 1
532 1886 4
532 2440 1
532 2904 3
532 4451 1
533 539 1
533 1946 1
533 2784 1
533 3489 1
534 1272 8
534 2043 1
534 2582 1
534 2850 1
534 2986 1
535 2319 1
535 3818 1
535 3868 3
535 4192 1
536 657 2
536 875 1
536 1676 2
536 3253 1
537 463 3
537 1619 1
537 3215 3
537 3925 1
537 4269 2
538 1709 1
538 2709 1
538 3877 1
538 4595 1
538 4680 2
539 2331 1
539 2500 1
539 3232 1
539 3522 4
540 413 1
540 820 1
540 4446 1
541 2029 1
541 4956 1
542 424 1
542 1228 2
542 1250 1
542 1448 1
542 1794 1
542 2744 3
542 3264 1
543 772 2
543 1618 4
543 3804 1
544 1647 3
544 3193 2
544 3709 4
544 4267 1
544 4439 1
544 4619 2
544 4872 1
545 1770 1
545 1850 1
545 2254 2
545 4528 1
545 4848 1
546 1355 1
546 1859 1
546 4350 1
547 148 5
547 1229 5
547 4031 1
548 1642 2
548 2177 1
548 3988 3
548 4906 2
549 987 1
549 1568 7
549 1698 1
549 2470 3
549 2508 12
549 3107 1
549 3954 1
549 4303 6
549 4369 1
550 469 1
550 2211 3
551 526 4
551 1288 1
551 1440 1
551 3003 4
551 3064 1
551 3271 1
551 3726 1
552 816 5
552 1186 3
552 2376 2
553 122 6
553 2541 1
553 3059 1
553 3078 2
553 3226 1
553 4027 1
554 404 1
554 1765 1
554 3399 2
555 532 1
555 3023 1
555 4358 6
555 4967 1
556 239 5
556 688 1
556 1187 1
556 1230 1
556 1676 1
556 2408 3
556 4294 1
557 3051 1
557 3242 2
557 4372 1
558 780 1
558 1306 1
558 2493 1
558 2644 1
558 2949 1
558 4492 1
558 4522 1
559 1898 1
560 1386 4
560 1387 1
560 1509 1
560 3202 3
560 3328 1
560 4976 3
561 668 4
561 1138 2
561 2458 1
561 2649 1
561 3146 1
561 3181 2
561 4626 1
561 4958 1
562 14 1
562 658 1
562 720 2
562 1174 1
562 4428 3
563 62 8
563 739 2
563 1414 2
563 4554 1
563 4656 1
564 334 7
564 1160 1
564 2315 3
564 2507 1
564 2546 6
564 4257 1
564 4635 1
564 4735 9
565 33 5
565 703 1
565 2037 3
565 2483 1
565 2964 3
565 4055 1
566 1842 4
566 2683 1
566 3348 1
568 368 1
568 2216 1
568 2446 4
568 4300 1
569 1149 1
569 1387 3
569 2937 3
569 3159 1
569 3221 4
569 3621 1
569 4303 1
570 42 1
570 1043 1
570 2775 1
571 386 1
571 870 7
571 4097 2
571 4462 2
571 4710 1
571 4777 1
572 259 3
572 959 1
572 1728 2
572 2061 1
572 2893 6
572 3417 4
572 3466 1
572 3766 1
572 3824 1
572 3858 1
572 4117 4
573 109 1
573 186 5
573 1335 1
573 3046 7
573 4030 1
573 4057 1
573 4495 1
574 96 4
574 417 5
574 2716 1
574 2813 1
574 3702 1
575 492 1
575 4874 2
576 260 1
576 1306 1
576 2523 2
576 3394 1
577 403 2
577 1234 1
577 1352 1
577 2934 1
577 3163 1
577 3339 19
577 3817 5
577 4506 1
578 3549 1
578 3893 3
578 4818 2
579 5 1
579 504 10
579 1442 1
580 913 1
580 2692 1
580 2904 5
581 2302 20
581 4944 1
582 361 1
582 1004 1
582 1101 3
582 1256 1
582 2187 1
583 1748 27
583 2050 1
583 2327 4
583 4526 1
584 1796 2
584 3054 1
584 3939 1
584 4809 1
585 1002 3
585 1032 1
585 1311 2
585 2912 1
585 3157 3
585 3445 1
585 3626 1
585 4552 2
585 4680 1
586 2203 7
586 2346 1
586 3560 1
586 3661 2
587 250 1
587 927 1
587 1252 1
587 2553 1
588 871 1
588 1010 5
588 1048 6
588 2111 1
588 2584 2
588 3440 3
588 3557 1
589 513 1
589 3337 1
589 4148 3
590 1324 12
590 2074 1
590 2277 12
590 3363 2
590 3554 1
590 3661 2
591 1254 1
591 1754 1
591 2326 4
591 3342 1
591 4139 3
592 764 1
592 777 3
592 1342 2
592 1878 1
592 4225 1
592 4902 2
593 827 1
593 1154 1
593 1704 1
593 2575 1
593 3380 2
594 160 1
594 946 8
594 3290 3
595 1142 2
595 1994 2
595 3623 4
595 4300 4
596 3990 1
597 488 2
597 1825 78
597 2619 1
597 4149 1
597 4412 5
597 4693 1
597 4696 3
598 1448 2
598 2754 1
599 360 2
599 587 2
599 1124 3
599 1929 10
599 2382 5
599 2959 1
599 4151 2
600 1636 1
600 1902 10
600 2167 1
600 2534 3
600 3183 2
600 3606 1
600 3786 1
600 4337 1
601 1809 10
601 4046 4
602 1109 1
602 1125 4
602 1451 3
602 2669 8
602 3157 4
602 3630 1
603 483 1
603 1585 3
603 2173 1
603 3658 1
603 3764 1
603 4070 1
604 432 3
604 986 1
604 1052 2
604 1327 1
604 1564 4
604 2176 2
604 3368 1
604 3503 1
604 4339 10
605 430 1
605 1466 1
605 4037 4
605 4967 2
606 617 1
606 1571 2
606 1794 1
606 2292 1
606 3633 4
606 4304 1
607 707 3
607 2275 2
607 3400 4
607 4255 1
607 4638 1
608 573 1
608 2159 1
608 4147 1
608 4157 1
608 4777 1
609 347 1
609 992 1
609 1457 2
609 1978 1
609 2850 1
609 3902 8
609 4893 5
609 4960 4
610 1711 7
610 1744 4
610 1898 1
610 2431 13
610 2861 4
610 3026 1
610 4492 1
611 1271 2
611 1790 1
611 2368 1
611 4477 2
611 4660 1
611 4821 7
612 1687 1
612 1879 1
612 2586 8
612 2780 1
612 3287 2
613 2124 2
613 2363 2
613 2436 12
613 3279 2
613 3609 3
613 3613 1
614 27 1
614 66 1
614 229 1
614 1759 2
614 3428 1
614 4974 11
615 1771 5
615 2660 1
615 3458 1
616 1484 1
616 1873 1
617 124 3
617 2203 1
617 2329 2
617 4835 1
618 3158 1
618 3215 2
618 4945 2
619 782 10
619 868 1
619 1503 1
619 2661 3
619 3088 3
620 247 1
620 500 3
620 1631 1
620 2571 1
620 2717 1
620 2936 1
620 3155 1
620 3962 1
620 4542 1
621 2638 1
621 2958 1
622 770 3
622 2140 1
622 2199 4
622 2934 1
622 3187 2
622 4017 2
622 4476 1
623 3327 3
623 4072 1
623 4196 17
623 4451 1
624 98 13
624 494 3
624 1882 1
624 2610 14
624 3392 1
625 802 1
625 1053 5
625 2953 1
625 3582 5
625 3847 6
626 591 1
626 1614 2
626 2652 4
626 2654 8
626 3355 6
627 488 1
627 538 1
627 1034 3
627 2483 1
627 2944 1
627 3422 1
627 3545 1
627 4528 1
627 4660 1
627 4986 3
628 107 2
628 365 5
628 544 1
628 2037 1
629 655 3
629 1149 6
629 2247 1
629 2606 1
629 3697 2
629 4996 2
630 1083 1
630 2350 1
630 3002 5
630 3238 1
630 3403 1
631 191 1
631 205 3
631 892 1
631 911 3
631 1055 1
631 1850 1
631 2835 3
631 4021 12
632 439 5
632 2495 1
632 2983 7
632 4488 1
633 336 1
633 2757 3
633 3323 4
633 3726 3
633 4358 1
634 120 6
634 2690 1
634 3302 1
634 3608 1
634 4091 5
634 4465 6
634 4650 1
635 1388 8
635 2622 1
636 57 6
636 958 8
636 3295 2
636 4361 1
636 4390 1
637 540 1
637 1240 1
637 1768 1
638 2141 1
638 2797 1
638 3375 1
638 4341 2
639 2223 7
639 3053 1
639 3829 1
639 4844 1
640 1533 5
640 1558 3
640 2152 2
640 4316 10
641 259 4
641 1510 1
641 2327 1
641 3970 1
641 4350 1
641 4972 1
642 2040 1
642 2774 1
642 2831 2
642 3580 3
642 3800 4
642 4538 1
642 4780 21
643 1763 29
643 2479 7
643 3899 4
643 4171 7
644 254 1
644 512 1
644 2019 1
644 2746 4
644 3019 3
644 4561 1
644 4917 1
645 4083 2
645 4969 1
646 1295 6
646 1528 1
646 2196 1
646 2587 1
646 4762 1
647 450 3
647 1138 1
647 1166 6
647 1554 2
647 2256 1
647 2929 2
647 4129 2
647 4296 1
648 429 1
648 608 2
648 2055 24
648 4718 1
649 3718 4
649 4507 1
649 4600 17
649 4887 1
650 1737 1
650 2715 7
650 2878 1
650 3390 1
650 3628 1
651 835 1
652 805 1
652 3308 1
652 3882 4
652 4317 8
652 4422 1
653 881 1
653 2069 1
653 3257 2
653 3685 2
654 3623 3
654 3707 1
655 879 1
655 889 1
655 2836 1
655 3399 1
656 607 1
656 1527 4
656 1956 3
656 2118 1
656 4173 1
657 412 22
657 1215 3
657 1304 4
657 1976 1
657 2074 7
657 2219 3
657 2908 13
657 4130 1
658 212 1
658 706 1
658 839 1
658 1046 1
658 1956 1
658 3055 1
659 128 1
659 1508 5
660 1130 1
660 2172 2
660 2197 4
660 3472 5
660 3897 1
660 4765 1
661 418 1
661 1131 2
661 2661 10
661 4403 1
661 4529 1
662 591 4
662 1656 2
662 2283 2
662 2377 6
663 2069 4
663 4852 1
663 4944 3
664 3370 1
665 1828 1
665 2551 14
666 530 6
666 975 1
666 1026 1
666 1123 1
666 2072 2
666 3784 2
667 2094 1
667 2484 1
667 2779 1
667 4259 1
668 991 1
668 2074 1
668 2249 5
668 2809 2
668 3002 1
668 3473 1
668 4735 6
668 4981 10
669 737 1
669 866 1
669 3020 2
669 4772 1
670 3445 4
670 3501 2
670 3611 1
670 3874 1
671 943 2
671 1643 1
671 1780 1
671 2322 1
671 3167 3
671 4193 1
671 4815 2
671 4847 1
672 396 3
672 1008 1
672 1298 5
672 1591 1
672 2617 1
672 4107 1
672 4204 5
673 193 3
673 762 2
673 2267 2
673 2289 1
673 3817 2
674 116 1
674 150 1
674 887 3
674 3354 1
675 259 1
675 572 1
675 1240 3
676 38 1
676 223 1
676 1589 1
676 1742 1
676 2705 3
676 4446 3
676 4538 4
676 4741 1
677 263 4
677 1682 81
677 3250 1
678 4814 3
679 867 1
679 2616 1
679 3921 1
679 4467 5
680 765 1
680 1865 2
680 2058 1
680 3624 2
680 4406 1
681 1520 2
681 2441 1
682 2591 1
682 2679 1
682 2988 18
682 4325 2
682 4831 3
683 90 14
683 313 1
683 2697 1
683 3251 1
683 3969 2
683 4228 1
684 352 1
684 791 2
684 3732 3
684 3916 1
684 4859 11
685 2166 9
685 3386 1
685 3995 9
686 2001 1
686 3200 4
686 3473 1
686 4385 1
686 4814 1
687 338 1
687 579 4
687 1337 2
687 1977 2
688 2396 1
688 4418 1
689 845 1
689 2857 3
689 3073 10
689 3362 3
690 1425 1
690 1707 1
690 1746 2
690 2104 1
690 3193 1
690 4405 1
690 4635 2
691 1605 1
691 4949 1
692 1548 8
692 1653 4
692 1873 1
694 39 1
694 281 1
694 4039 3
694 4276 2
695 4091 1
695 4591 3
695 4777 1
696 108 4
696 1022 1
696 3064 4
696 3130 5
696 4755 4
697 1569 1
697 1577 3
697 2151 1
697 2360 2
697 4526 7
698 2415 1
698 2433 8
698 3681 1
698 4240 12
699 192 2
699 389 3
699 1939 1
699 2069 15
700 23 5
700 1146 1
700 2694 3
700 3370 1
700 4896 1
701 1414 1
701 1770 1
701 2161 5
701 2975 5
702 421 2
702 1005 1
702 1938 8
702 2695 1
702 3604 1
703 69 1
703 176 7
703 177 1
703 1055 7
703 2429 1
703 3680 2
704 257 24
704 296 1
704 3999 3
705 679 1
705 2766 2
705 2958 1
705 3938 1
705 4081 15
706 872 25
706 1146 1
706 1249 3
706 1825 1
706 2224 4
706 2247 2
706 2502 2
707 77 4
707 2916 7
707 3661 1
707 3847 1
708 1018 1
708 1440 5
708 1498 2
708 2016 2
708 2451 2
708 3437 1
709 1568 5
709 1616 2
710 296 5
710 349 2
710 1021 2
710 1905 14
710 4348 2
710 4966 1
711 2196 1
711 2669 2
711 3466 2
712 1751 1
712 2777 3
712 2875 1
713 605 2
713 1053 3
713 4026 1
714 172 1
714 772 3
714 1429 1
714 1443 19
714 1925 1
714 2830 2
714 3088 1
714 4518 3
714 4576 3
715 1289 1
715 1323 6
715 1870 1
715 2426 7
715 2461 1
715 2886 1
715 3901 1
715 3994 1
716 696 3
716 3518 1
716 3662 1
717 424 4
717 1332 1
717 1396 1
717 4863 3
718 1847 1
718 2620 1
718 2640 1
718 4435 2
719 1392 2
719 2900 3
719 3018 1
719 4222 4
720 4543 1
720 4825 1
721 1950 1
721 2004 2
721 2878 3
721 3447 2
721 3501 5
721 3983 1
722 304 8
722 908 1
722 1162 1
722 1387 1
722 4062 5
723 351 10
723 651 2
723 1347 1
723 3032 8
724 366 1
724 2743 1
724 2902 1
724 3050 2
724 3326 1
724 3958 1
725 229 4
725 498 1
725 512 1
725 804 1
725 969 1
725 2298 1
725 2950 2
725 3398 1
725 3837 2
726 736 1
726 847 1
726 1255 1
726 2108 6
726 2163 1
726 2808 1
726 2878 5
726 4349 1
726 4576 3
727 1151 1
727 2709 1
727 3764 1
727 4415 2
727 4677 1
728 612 1
728 1210 11
728 2114 1
728 2854 46
728 3220 2
729 168 2
729 290 1
729 1270 1
729 3941 1
730 107 1
730 117 1
730 440 1
730 1653 2
730 1689 13
730 2304 1
730 2493 1
730 3151 1
730 4189 2
730 4439 6
730 4471 1
731 1423 3
731 1455 2
731 2908 5
731 3852 1
731 4347 1
732 941 6
732 1101 1
732 1572 1
733 162 2
733 2092 3
733 2126 1
733 2339 1
733 4454 2
733 4519 1
733 4946 4
734 789 1
734 1655 1
734 2016 6
734 2184 4
734 2249 1
734 2710 2
734 3769 1
735 290 2
735 3501 1
736 512 1
736 788 2
736 1211 1
736 1607 2
736 2103 1
736 2783 8
736 3447 1
736 4042 1
737 1471 3
737 1811 5
737 2752 4
737 3696 1
737 4019 1
738 591 1
738 1196 1
738 2930 3
738 3924 2
739 1143 4
739 3736 5
739 4087 2
740 662 1
740 2565 3
741 396 1
741 752 1
741 1334 1
741 1404 1
741 2296 1
741 2803 1
741 3897 3
741 4289 4
742 1694 1
742 2096 3
743 829 1
743 1156 1
743 1617 6
743 1665 3
743 2158 4
743 2367 2
743 4199 2
743 4292 28
744 322 2
744 1386 1
744 3137 1
745 1977 4
745 2061 1
745 3074 1
746 1766 1
746 2500 1
746 4271 5
746 4908 1
747 66 2
747 749 2
747 1400 3
747 3780 20
747 4996 1
748 38 6
748 1797 1
748 2935 13
749 2046 1
749 2334 1
749 2386 1
749 4340 12
750 1185 1
750 2690 5
750 3216 1
750 3492 1
750 3846 3
750 4430 1
750 4982 2
751 930 1
751 1214 2
751 2340 5
751 2851 10
751 3241 3
751 3814 1
751 3952 1
752 753 4
752 2190 11
752 3254 12
752 3864 3
753 630 5
753 762 1
753 1072 5
753 2186 1
753 4287 1
753 4672 2
754 1660 1
754 1776 3
754 2620 5
754 3697 4
754 4221 2
754 4325 1
754 4389 1
755 310 2
755 380 1
755 509 1
755 2269 1
755 2424 1
755 2442 1
755 2529 2
755 3075 2
755 4992 4
756 1083 1
756 2027 1
756 2720 7
756 3474 1
756 4309 1
756 4324 1
757 38 1
757 170 2
757 932 3
757 1499 1
757 2752 1
757 3080 1
757 3188 1
758 176 2
758 371 2
758 982 1
758 3651 1
758 4325 2
758 4398 1
759 32 1
759 457 7
759 1663 2
759 2147 2
759 3370 2
759 3491 4
760 541 1
760 1021 1
760 1503 2
760 2753 1
760 3616 3
760 4234 1
761 1305 3
761 1652 1
761 1826 1
761 1996 2
761 2803 3
761 3263 2
761 3938 1
761 4157 1
761 4732 1
762 4326 1
763 4195 4
764 258 9
764 3520 7
764 3836 3
764 4012 1
765 1538 1
765 2592 7
765 2964 1
765 3523 1
765 4762 4
766 3132 1
767 58 1
767 437 7
767 1307 2
767 1463 3
767 2328 1
767 2582 6
767 3165 1
767 3348 1
768 27 1
768 1433 1
768 2023 1
768 3259 14
768 4375 1
769 3990 1
770 995 17
770 2472 4
770 2485 1
770 3032 1
770 3146 1
770 3328 1
770 4082 1
770 4831 1
770 4911 1
771 196 6
771 1428 5
771 1675 1
771 2905 1
772 4319 2
772 4443 1
772 4639 1
772 4958 3
773 370 1
773 1601 4
773 2038 4
773 2441 2
773 2454 1
773 2667 1
773 3761 1
773 3960 1
774 397 2
774 3875 2
775 1413 5
775 2420 9
775 3486 2
776 938 3
776 1756 1
776 2101 5
776 3398 1
776 4902 1
777 323 1
777 745 1
777 2374 23
778 1456 3
778 1929 1
778 2125 1
778 3228 1
779 1008 1
779 1679 1
779 3131 1
779 3435 1
779 4122 1
780 1577 1
780 1690 3
780 3190 1
780 4230 1
780 4346 11
781 310 1
781 947 6
781 4132 1
781 4337 1
781 4913 1
782 751 10
782 1493 2
782 3007 4
782 4083 4
783 1243 1
783 1989 11
783 2409 1
783 2507 2
783 2536 2
783 4826 1
784 149 5
784 1135 1
784 3918 1
785 723 4
785 738 1
785 830 3
785 1197 8
785 1413 4
785 2395 1
785 2417 1
785 2591 1
785 3377 6
786 415 1
786 868 2
786 955 1
786 2774 6
786 3116 1
786 4465 2
787 1179 1
787 1856 1
787 2956 3
787 4753 1
787 4949 1
788 715 1
788 801 21
788 1614 2
788 3397 1
788 4150 9
788 4476 4
789 611 1
789 1738 1
789 2008 3
789 3202 1
789 3976 3
789 4126 1
790 277 1
790 1475 1
790 1585 1
790 3855 1
790 4403 10
790 4593 1
791 127 1
791 306 5
791 601 1
791 2011 1
791 2998 1
792 542 1
792 1174 1
792 1418 2
793 1367 1
793 1647 4
793 2353 4
793 3503 2
793 3967 1
793 4323 3
794 1226 19
794 1477 1
794 3446 2
794 3694 3
794 4218 1
794 4469 1
795 2964 3
796 3860 1
796 3924 3
796 4305 1
796 4972 1
797 727 1
797 736 7
797 1964 1
797 2215 2
797 2566 5
797 2779 1
797 3015 4
797 3321 2
797 3664 1
797 3725 2
797 4137 5
798 3984 1
798 4109 1
799 352 1
799 757 5
799 3201 1
799 4495 1
800 1027 1
800 3520 3
800 3856 2
800 4260 1
801 82 1
801 2788 1
801 2990 5
801 3046 6
801 3525 7
801 4183 4
801 4831 2
802 1712 1
802 4370 1
803 1449 3
803 3043 2
803 3532 3
803 4491 1
804 304 1
804 497 1
804 1466 1
804 3063 1
804 3216 1
804 4481 1
805 1 1
805 2981 1
805 3399 1
805 3871 1
805 4154 2
806 90 2
806 1131 1
806 3202 1
806 3751 5
807 533 2
807 702 5
807 3075 1
807 4987 2
808 70 1
808 205 1
808 411 7
808 1065 2
808 4468 1
809 191 14
809 946 1
809 1917 1
809 2760 30
809 2992 1
809 3989 2
810 2329 1
810 3873 2
810 4458 2
811 291 2
811 797 1
811 2190 1
811 2633 1
811 2857 3
811 3537 2
811 3785 1
811 4370 1
812 353 1
812 799 1
812 2280 3
812 2288 3
812 4771 12
813 845 1
813 1181 1
813 1220 1
813 3428 1
813 4334 1
813 4759 2
814 1050 1
814 2001 5
814 2192 2
814 2983 1
814 3929 6
814 4270 20
814 4319 9
815 1537 1
815 2080 2
815 2347 2
815 3143 4
815 4409 1
816 2603 1
816 2639 1
816 3394 1
816 3866 1
816 4003 2
817 2540 3
817 4788 1
818 587 8
818 721 4
818 941 3
818 952 1
818 1181 2
818 2063 1
818 3425 1
818 4112 2
818 4793 1
819 332 1
819 1567 6
819 3244 2
820 246 1
820 3315 2
820 3969 5
821 327 4
821 1009 8
821 1130 17
821 1514 1
821 1721 1
821 2244 1
821 3289 1
821 3790 1
822 231 1
822 876 3
822 1454 4
822 1666 1
822 2675 1
822 3480 1
822 4875 1
823 304 1
823 2042 10
823 2771 5
823 4335 2
823 4403 3
823 4625 2
824 56 7
824 1257 1
824 3515 1
824 3847 4
824 4672 1
825 1945 1
825 2917 1
825 2975 1
825 3163 1
825 3514 1
826 758 1
826 789 16
826 1586 6
826 1953 1
826 2281 1
826 3307 1
826 3624 13
826 4633 4
827 861 1
827 1092 1
827 1308 1
827 2974 1
827 3017 1
829 215 3
829 2475 12
829 2849 2
829 4428 8
830 1872 2
830 2157 5
830 2822 4
830 3230 1
831 1745 5
831 3566 4
831 4153 1
831 4481 1
832 458 1
832 592 6
832 1541 4
832 1585 1
832 2070 1
832 4838 1
833 1216 1
833 1424 27
834 1083 1
834 1192 1
834 2172 1
834 2177 4
834 3539 2
835 482 2
835 1242 2
835 1872 7
835 2806 1
835 3038 4
835 4832 2
836 2050 1
836 2918 2
836 3586 2
836 4091 1
837 1409 3
837 3922 2
838 1148 1
838 3484 1
838 4245 7
838 4755 2
838 4918 1
839 979 7
839 1189 1
839 1378 1
839 1647 2
839 3908 21
840 1216 1
840 2455 1
840 2564 1
840 3993 1
840 4215 3
841 76 6
841 407 6
841 811 1
841 979 5
841 2585 1
841 3301 1
842 895 1
842 1975 7
842 2212 1
842 3556 2
842 3810 6
842 4257 4
842 4969 1
842 4986 3
843 1003 2
843 1072 5
843 1149 1
843 1235 2
843 1317 1
843 1757 6
843 2192 1
843 2241 1
843 2486 9
844 2450 1
844 3480 1
844 3840 4
845 18 1
845 1204 1
845 2397 3
845 3055 1
845 4011 5
845 4815 1
846 93 1
846 440 3
846 2184 3
846 2400 1
846 4347 13
847 727 1
847 988 1
847 4317 1
847 4537 1
848 974 7
848 1583 1
848 2873 9
848 3101 5
848 4190 2
849 587 2
849 1777 3
849 2828 6
849 3341 1
850 330 6
850 696 1
850 2888 5
850 3003 1
850 4201 4
851 2559 1
851 3022 1
851 3080 4
851 3810 1
852 177 8
852 1136 3
852 2300 3
852 2303 1
852 3385 3
852 3764 4
853 270 7
853 1055 1
853 1258 2
853 1647 1
853 1782 2
854 168 3
854 773 1
854 964 12
